statement,label_binary
Barack Obamas health care bill is nothing new. Mitt Romney signed one just like it four years before.,0
Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.,0
"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.",0
Rhode Island is the only state where officers at state-supported [colleges] carry out their duties unarmed.,0
A record number of immigrants not from Mexico are being apprehended at the border.,0
"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.",0
New England already has access to ample supplies of natural gas.,0
Social Security ... is solid through about 2040 without any changes whatsoever.,0
"Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s.",0
The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.,0
Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,0
"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire.",0
I would be the first Republican senator elected in New Jersey in 41 years.,0
"Despite touting the economic stimulus as a great triumph, ""The very same report, however, notes that unemployment will average 10 percent for the rest of the year.""",0
"The Interior Department is in charge of salmon while theyre in fresh water, but the Commerce Department handles them when theyre in saltwater.",0
Says the military accounts for about 10 percent of Floridas economy.,0
"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators.",0
Says some Wisconsin state employee contracts gave some employees $4 for bringing in their own lunch.,0
Forty-three million Americans are on food stamps.,0
Says Thom Tillis refuses to say what we should do to combat ISIS.,0
Governor Carcieri has not been campaigning with me.,0
Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,0
"While (Barack) Obama preaches we are our brothers keeper, his brother and aunt live in real poverty in Kenya.",0
Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.,0
(T)he United States government and its Constitution says that people can be put to death.,0
Says TriMet spends $10.3 million in police contracts a year for 56 transit police who must respond to non-transit calls,0
"Since 2007 David Jolly has given almost $30,000 to keep Democrats in Congress!",0
Public education has been permanently cutby $1.6 billion through changes in the Standards of Quality funding formula.,0
Millions of people have given up looking for work altogether.,0
"When a Gallup poll asked about presidential candidate characteristics, When they get to the question on, Would you vote for a socialist, it is even less popular than voting for atheists.",0
Oil companies can obtain an acre of public land for less than the price of a Big Mac.,0
The recently passed transportation funding bill is a billion-dollar tax increase for Georgians.,0
"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.",0
The Georgia Senate ethics resolution doesnt define cap.,0
"Right now, we have the lowest gas tax of anywhere in the country.",0
The Convention Center was sold as a building that would never cost taxpayers a dime.,0
"Says food stamp growth, while high, lagged the rise in unemployment.",0
"Why are Muslim armies so useless against ISIS? ... There are 20,000 or 30,000 (ISIS fighters). The countries surrounding ISIS have armies totaling 5 million people.",0
Says businesses pay roughly 60 percent of taxes in Texas.,0
"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.",0
Says the state tax burden per citizen in New York is twice as high as in Florida.,0
"Under Obamacare, premiums have doubled and tripled in Wisconsin.",0
Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,0
Ted Cruz was the longest-serving solicitor general in the history of Texas.,0
President Obama's proposed 'spending freeze' will only reduce the $42 trillion in government spending proposed between 2011 and 2020 by little more than one-half of 1 percent.,0
"In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half.",0
The Russians didnt wear uniforms when they came in to Ukraine.,0
Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,0
Virginia spends less per student today than we did in 2008.,0
Says five Democratic state senators were for her bicycle tailgating bill before they were against it.,0
California has more kids in poverty ... than virtually any other state.,0
"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it.",0
"\u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",0
"Since 2009, after-tax incomes are up nearly 14 percent.",0
"Today, the United States has, sadly, one of the lowest voter turnouts of any major country on earth.",0
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt.",0
A majority of Americans still oppose this health care bill.,0
Kewpie burgers are delicious. An Ohio institution. And theyll cost less thanks to John Kasichs tax cut.,0
"Says Erv Nelson voted yes on the pro-amnesty SJR 21, a bill urgingCongress to provide citizenship for those residing illegally in our country.",0
Says Donald Trump has outlined policies that read like a Kremlin wish list.,0
"Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.",0
"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race.",0
Rick Perry doesnt think there should be a federal minimum wage.,0
The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governors signature on a death warrant to end the case.,0
I have 2 and a half million more votes than he (Sanders) does.,0
"In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.",0
"If public employees dont pay more for benefits starting April 1, 2011, the equivalent is 1,500 state employee layoffs by June 30, 2011 and 10,000 to 12,000 state and local government employee layoffs in the next two years.",0
We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,0
Saysthere are actually more people in poverty now than there were when we started the War on Poverty.,0
Florida ranks 45th in the nation for tuition.,0
The highest economic growth decade was the 1960s. Income tax rates were 90 percent.,0
"The omnibus spending bill has 9,427 pork barrel items.",0
"Greg Abbott has benefitted from payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.",0
"Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.",0
"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",0
"If you are born poor in America, we rank ninth or tenth in our citizens ability to climb up through that ladder and get themselves into the middle class.",0
Says theres a 100-year-old international norm not to use chemical weapons.,0
"Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act.",0
"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",0
"Vagina. Because apparently, saying that word in the Michigan State House of Representatives can get you a two-day ban from speaking on the floor.",0
On how to respond to Puerto Ricos debt crisis.,0
President Obamas suggested reduction in spending for next year: $0.,0
"(Obamas) entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down.",0
The United States has the highest corporate tax rate in the free world.,0
We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,0
"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",0
Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,0
Our median income here in Providence is the same as the median income in Mississippi.,0
Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain,0
"Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.",0
Says Barack Obama has played nearly 100 rounds of golf as president.,0
"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.",0
Says Obama replaced the American flag on the tail of his plane with his campaign logo.,0
"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.",0
More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.,0
The average family not in the top 10 percent makes less money today than they were making a generation ago.,0
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,0
The (federal) debt is growing by more than $4 billion a day.,0
"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",0
SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.,0
90 percent of babies with Down syndrome are aborted.,0
"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",0
Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,0
[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,0
The proposed transportation bill could be the largest tax increase in Georgia history.,0
"Over the past three years, deep poverty has reached its highest level on record.",0
A congressional laundry closed due to the partial government shutdown.,0
The deal to raise the federal debt limit created the largest debt ceiling increase in Americas history.,0
"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.",0
There has not been a Democratic woman in Congress from New Jersey in almost four decades.,0
Europe and U.S. households waste 15 times more food than a person in Africa.,0
"Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.",0
There are already more American jobs in the solar industry than in coal mining.,0
"John McCain ""took on the drug industry.""",0
The overall fact about illegal immigration is that its not actually getting worse.,0
"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",0
President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.,0
"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.",0
Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,0
A poll found that 20% of young adults use (smartphones) during sex.,0
Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.,0
"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",0
We doubled the size of the company (Hewlett-Packard).,0
"Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.",0
"While Romney was a director of the Damon Corporation, the company was defrauding Medicare of millions.",0
Trade deals threaten Indias role as the pharmacy of the developing world for new HIV medicines.,0
On support for gay marriage.,0
"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.",0
The federal government has made investments in science and technology inventing the products that led to the creation of Google.,0
California has seen a 56 percent decline in the gun murder rate since the 1990s.,0
"When these [undocumented] students graduate from college, theyre still illegal aliens. They cannot get a job.",0
"New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys.",0
"Says when he was governor,we expanded participation in Virginia in early childhood programs by nearly 40 percent.",0
A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,0
"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure.",0
"Israel in the last three weeks haskilled more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006.",0
Guantanamo detainees get taxpayer-paid-for prayer rugsthey had honey-glazed chicken and rice pilaf.,0
I was never against same-sex marriage.,0
Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.,0
Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.,0
John McCain has seven houses.,0
"Because of (U.S. Sen.-elect Ron) Johnsons leadership, Senate Republicans adopted a caucus ban on earmarks.",0
Says only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.,0
Says Mark Warner has supported restrictions on veterans second amendment rights.,0
Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.,0
"John McCain ""voted against the Bush tax cuts, both times.""",0
Says State Rep. Kristi Thibaut was an ACORN lobbyist.,0
The right-to-work states have much lower level of unemployment than the union states do.,0
Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,0
More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.,0
Figures for September 2014s job growth in Wisconsin mark the largest private-sector job creation weve had in the month of September in more than a decade,0
Because of the Trans-Pacific Partnership weve got a country like Malaysia taking really serious efforts to crack down on human trafficking.,0
On the main GOP presidential debate:Not one candidate on the debate stage has military experience,0
"For every one mile of light-rail track that will be built, 16 miles of new road capacity will be built.",0
Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.,0
Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,0
"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.",0
The city of Atlanta has either the highest or second-highest average water bills in the country.,0
"The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor.",0
Large phone companies and their trade association have hired 35 registered lobbyists to influence and pass SB 271 (deregulation legislation).,0
(My dad) used to campaign against the gas-guzzling dinosaurs.,0
Says that U.S. Sen. Marco Rubio says troops are leaving Iraq too fast.,0
"For the last decade, Floridians salaries have shrunk substantially when adjusted for inflation.",0
"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.",0
"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.",0
"Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.",0
Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,0
"Rhode Island could tell you who has a camper, but we couldnt figure out who has a gun.",0
"Since last years address, more than 10,000 jobs created -- many on the high end of the employment scale.",0
"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",0
"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.",0
"Unlike marijuana, medical cannabis oil cannot get you high.",0
Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,0
Our median household income in 2013 was the highest in the nation.,0
The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,0
Says Kelly Ayotte voted again yesterday against a proposal to expand background checks -- (buyers) can continue to simply go online or to gun shows to purchase guns without background checks.,0
Sen. Obama has been to Iraq once.,0
"Senator Obama has, in fact, never had a serious Republican challenger.",0
"While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a successful terrorist attack during the eight years before President Obamas 2008 election.",0
Says Amanda Fritz manages less than 5 percent of city operations.,0
"We balanced the budget with the 1997 Balanced Budget Act, and ultimately had four consecutive balanced budgets.",0
Says Barack Obama has played over 90 rounds of golf as president.,0
"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",0
We have the lowest per-capita spending of any state in the nation except for South Dakota.,0
"A lot of what (Cubas) survival depends on is Venezuelan oil money, which is drying up.",0
Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,0
"Says he ""fought against $3 billion in cuts to public education since 2003.""",0
Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.,0
Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.,0
"Floridas proposed medical marijuana amendment would make Florida one of the most lenient medical-marijuana states, allowing use for limitless other conditions specified by any physician.",0
Florida is now the No. 1 state in the country for automobile accident fraud.,0
Says Ive authored the first bipartisan tax reform bill in a quarter-century.,0
We have created more jobs in this last year than the Bush administration (did) in eight years.,0
Weve seen a remarkable reduction in the number of Americans being executed -- its down nearly two-thirds over the past generation.,0
"On average, women make 77 cents for every dollar men make.",0
Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,0
Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,0
"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students.",0
Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,0
Says Scott Walkers views on abortion are more restrictive than any Republican president in recent times.,0
Says Mitt Romney has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.,0
Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,0
Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,0
Says Obama opposes offshore drilling and a gas tax holiday.,0
Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.,0
Says women who need a sonogram in the eighth to 10th week of pregnancy have to get a transvaginal sonogram.,0
Mitt Romney says class sizes dont matter.,0
The majority of (the American people) voted for a Democratic House.,0
Says Obama has flip-flopped on public campaign financing.,0
Says Mitt Romney raised business taxes 20 percent in Massachusetts.,0
"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.",0
The federal government owns tens of thousands of properties that are vacant or underused.,0
Less than half of the poorest American households have a home Internet subscription.,0
"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.",0
"14,000 Americans . . . lose their health insurance every single day.",0
"US: Change in Income, 2009-13. Top 1%: +31.4%. Bottom 99%: +0.4%.",0
"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV.",0
Says Gov. Scott Walker cut aid to local schools despite campaigning on trying to restore two-thirds state funding for education,0
Every year the First Coast Guard District saves 350 lives in the Northeast.,0
Im the only candidate for Milwaukee County executive that has voted against increasing government pensions.,0
Eleven states have enacted these pay-to-play reforms.,0
"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.",0
"Federal spending is all discretionary, other than interest on the national debt. Social Security is discretionary. We have the discretion to change the law. Same is true with Medicare and Medicaid.",0
The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,0
"Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.",0
"In North Carolina, paid family leave is more popular than college basketball.",0
Says the states new collective bargaining law effectively eliminates police unions ability to negotiate.,0
Hitler didnt want unions. Stalin didnt want unions. Mubarak didnt want independent unions. These autocrats in history dont want independent unions.,0
Virginias educational level among whites is higher than Georgias.,0
"If you ask how many times did Ronald Reagan attend a fundraiser when he ran for re-election in 1984, the answer is eight times. If you say how many times did Barack Obama attend a fundraiser in 2012, the answer is 228 times.",0
Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,0
Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,0
Virtually no Republican in Washington accepts climate change science.,0
"Says since Australia passed tough gun laws, homicides by firearm have declined almost 60 percent.",0
"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",0
Says state workers have not had across-the-board raises in six years.,0
"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.",0
"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes.",0
There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.,0
Says the Panhandle has had its highest-ever bed tax collections in 2011.,0
Says more Austinites voted in the citys 1973 election featuring a mayors race than in the citys most recent mayoral election.,0
"Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!",0
Says a Republican-drawn map of proposed U.S. House districts for Texas gerrymanders more than nine million Latinos in Texas to make sure that we have no more electoral opportunity than we did in 1991.,0
Small businesses create 70 percent of the jobs in America.,0
"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.",0
"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",0
"Says Russ Feingold said that with Obamacare, we could keep our doctors and our plans, it was rated as the Lie of the Year.",0
Mark Kirks claim of national security expertise is based on his military record which he lied about at least 10 times.,0
A couple of hundred American cities are infested by members of the Mexican cartels.,0
"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",0
I lowered taxes over the last two years.,0
"A Texas police department bought an ad telling drug dealers, We can take your competition off the streets for FREE.",0
"Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.",0
Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.,0
Says George LeMieux falsely attacked Marco Rubio.,0
"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.",0
"Says lawyer appointed by Eric Holder to investigate government leaks helped and donated to Obamas campaign, vetting vice presidential prospects.",0
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,0
We have provided at least 16 tax cuts to small businesses.,0
There are more words in the IRS code than there are in the Bible.,0
"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",0
The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,0
Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,0
"Hillary Clinton ""has the only health care plan that covers every American.""",0
"Ultimately, after an exhaustive investigation, the National Transportation Safety Board concluded that a Minneapolis bridge collapsed in 2007 because of an original design flaw dating back to the 1960s.",0
"When we had a conservative Republican president we were losing 750,000 jobs a month.",0
New Castle Countys unemployment rate has not almost doubled in the last two years.,0
Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.,0
"[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.",0
Tide gauges measuring sea level in Rhode Island since 1930 have risen maybe about 10 inches since that time.,0
"Rubio admitted he ""would have accepted the stimulus money.""",0
"Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.",0
Says Donald Trump has bankrupt four separate businesses.,0
I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clintons)position.,0
SaysBernie Sanders has reversed his position on immunity for gun manufacturers and sellers.,0
Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.,0
Says he is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.,0
Bob Barr has changed his position on the Defense of Marriage Act over the years.,0
"Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.",0
Debt has almost doubled in Austin under Gov. Perry.,0
We spend more money on lobbying than we do on campaigns.,0
Says Senate candidate Katie McGinty made thousands from companies she previously regulated.,0
"During the past four years, average wages have barely budged.",0
"ISISsends out 90,000 social (media)messages a day.",0
We got the highest vote count in the history of the Republican Party.,0
We put a lid on Irans nuclear program without firing a single shot.,0
"Turkeys today weigh 29.8 pounds. In the 30s, they weighed 13.2 pounds.",0
Most Texans aren't millionaires.,0
Says Donald Trump supported impeachment of President (George W.) Bush.,0
"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important.",0
"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",0
Forty-seven percent of Americans pay no income tax.,0
"Says as Co-Chair of the Joint Ways Means Committee, I secured the key piece of funding for the Portland-Milwaukie Light Rail project bridge.",0
While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,0
"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",0
"In 40 years of broadcast, I have never endorsed any candidate.",0
Its the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasnt a court order.,0
"We have only one person on the (TVA) board, to my knowledge, who even has any corporate board experience.",0
The first professional baseball team was from an Ohio city.,0
"Says the State Department spent $630,000 to get 2 million Facebook Likes.",0
Nobody has ever escaped from one of our federal 'supermax' prisons.,0
"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida.""",0
Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,0
"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",0
"Under Rick Scott, homeowners are paying higher (home insurance) premiums for less coverage.",0
The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928.,0
"In the U.S. agreement with the Cuban government, no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy.",0
"Says in Chicago, we take more guns off the streets than New York or L.A.",0
Nearly half of all pregnancies in the U.S. are unintended.,0
"The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.",0
The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldnt even (increase) the vote there.,0
"The oddest thing is he doesn't want to do for America what he did for Massachusetts. He did mandate health care for Massachusetts, which is HillaryCare, and he doesn't want to do that for America.",0
"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.",0
We spend three times more on entitlements and debt services than we do on defense.,0
"Over 22,000 unique Internet Protocol addresses -- in Wisconsin alone -- have downloaded child pornography.",0
Oregonians have an amazing no-cost way to fight abortion with free political donations,0
Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.,0
"Giving the facts: 73,000 jobs created ... since 11. Do you know how many direct jobs in the auto industry? 1,800.",0
Wisconsin bill grants drug companies and medical device manufacturers immunity from injuries and deaths caused by their products.,0
There are 86 languages spoken at Miami Dade College.,0
Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,0
Northern Virginia is the most heavily trafficked place in the country.,0
Too many tattoos on visible body parts keepsome applicants out of the military.,0
"More than 70,000 job openings are listed on a state jobs website.",0
Says he said last year theres absolutely no reason for Texas to secede.,0
Says Mike Huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports.,0
The federal health care law raises taxes and cuts Medicare.,0
If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.,0
President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.,0
Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,0
DeKalb County has graduated five police academies and three fire academies to help reach its ambitious hiring goals in both departments.,0
"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.",0
"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.",0
"Under Scott Walker, right now, were 46th in the country in terms of new businesses started.",0
"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",0
Says there have been no cases of wolves killing people in Rocky Mountain states.,0
Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.,0
Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.,0
Trenton politicians cut $1.3 billion from education.,0
Says its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.,0
He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,0
Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.,0
Says Virginia House Republicans are sacrificing $5 million a day in U.S. funds by refusing to expand Medicaid.,0
The state of Florida has seen double-digit drops in alcohol use among teens.,0
"With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.",0
"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.",0
Gov. Rick Scotts sale of the state planes was not proper.,0
"Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.",0
It takes almost a year for a refugee to be processed in the United States.,0
"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",0
"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.",0
Nearly 46 million Americans don't have health insurance coverage today.,0
The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,0
Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health.,0
If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,0
It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.,0
"Most women, including 98 percent of Catholic women, have used contraception.",0
"If President Barack Obama strikes a nuclear deal with Iran, the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.",0
"According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law.",0
